workers,corrida,tiempo_segundos
1,1,1630.8613
1,2,1687.0809
1,3,1689.4877
1,4,1687.3217
1,5,1685.5640
1,6,1699.1457
1,7,1734.3824
1,8,1682.2597
1,9,1699.8389
1,10,1680.2075
